Gene_1	Gene_2
YER121W	YKL117W
YER122C	YBR164C
YER122C	YBR234C
YER122C	YBR234C
YER122C	YDL192W
YER122C	YDL226C
YER122C	YDL226C
YER122C	YDL226C
YER122C	YDR238C
YER122C	YER083C
YER122C	YFL024C
YER122C	YGL020C
YER122C	YGL200C
YER122C	YJL081C
YER122C	YLR039C
YER122C	YLR078C
YER122C	YLR085C
YER122C	YLR262C
YER122C	YLR418C
YER122C	YML012W
YER122C	YNL287W
YER122C	YOR244W
YER122C	YPL051W
YER122C	YPL240C
YER125W	YBL047C
YER125W	YDL126C
YER125W	YER095W
YER125W	YLR418C
YER126C	YER095W
YER126C	YOR144C
YER127W	YDL014W
YER127W	YDR021W
YER127W	YKR002W
YER129W	YER133W
YER129W	YGL179C
YER129W	YKL048C
YER130C	YER133W
YER130C	YPL075W
YER131W	YGL189C
YER133W	YAR014C
YER133W	YBL058W
YER133W	YBL095W
YER133W	YBR076W
YER133W	YBR127C
YER133W	YBR170C
YER133W	YBR173C
YER133W	YBR199W
YER133W	YBR205W
YER133W	YBR235W
YER133W	YCL061C
YER133W	YCR028C-A
YER133W	YCR047C
YER133W	YDL114W
YER133W	YDL116W
YER133W	YDR108W
YER133W	YDR289C
YER133W	YDR357C
YER133W	YDR371W
YER133W	YEL038W
YER133W	YEL048C
YER133W	YEL050C
YER133W	YEL053C
YER133W	YEL054C
YER133W	YER020W
YER133W	YER050C
YER133W	YER114C
YER133W	YER115C
YER133W	YER116C
YER133W	YER129W
YER133W	YER130C
YER133W	YER151C
YER133W	YER162C
YER133W	YER164W
YER133W	YFR003C
YER133W	YGL043W
YER133W	YGL051W
YER133W	YGL067W
YER133W	YGL086W
YER133W	YGL125W
YER133W	YGL126W
YER133W	YGL151W
YER133W	YGL219C
YER133W	YGL240W
YER133W	YGR004W
YER133W	YGR019W
YER133W	YGR027C
YER133W	YGR113W
YER133W	YGR161C
YER133W	YGR187C
YER133W	YGR192C
YER133W	YGR193C
YER133W	YGR200C
YER133W	YHL012W
YER133W	YHL013C
YER133W	YHR028C
YER133W	YHR030C
YER133W	YHR119W
YER133W	YHR121W
YER133W	YHR132W-A
YER133W	YHR162W
YER133W	YHR191C
YER133W	YHR195W
YER133W	YIL008W
YER133W	YIL037C
YER133W	YIL159W
YER133W	YIR014W
YER133W	YJL030W
YER133W	YJL095W
YER133W	YJL115W
YER133W	YJL164C
YER133W	YJL193W
YER133W	YJR039W
YER133W	YJR055W
YER133W	YJR077C
YER133W	YKL110C
YER133W	YKL137W
YER133W	YKL193C
YER133W	YKR082W
YER133W	YLL002W
YER133W	YLR006C
YER133W	YLR185W
YER133W	YLR227C
YER133W	YLR350W
YER133W	YLR357W
YER133W	YLR371W
YER133W	YLR448W
YER133W	YML016C
YER133W	YML021C
YER133W	YMR058W
YER133W	YMR140W
YER133W	YMR144W
YER133W	YMR198W
YER133W	YMR228W
YER133W	YMR253C
YER133W	YMR311C
YER133W	YNL025C
YER133W	YNL073W
YER133W	YNL082W
YER133W	YNL084C
YER133W	YNL169C
YER133W	YNL191W
YER133W	YNL215W
YER133W	YNL278W
YER133W	YNL304W
YER133W	YNL320W
YER133W	YNL329C
YER133W	YNR029C
YER133W	YNR072W
YER133W	YOL119C
YER133W	YOR026W
YER133W	YOR031W
YER133W	YOR033C
YER133W	YOR039W
YER133W	YOR043W
YER133W	YOR134W
YER133W	YOR140W
YER133W	YOR164C
YER133W	YOR289W
YER133W	YOR332W
YER133W	YPL069C
YER133W	YPL149W
YER133W	YPR128C
YER133W	YPR131C
YER133W	YPR147C
YER136W	YDR164C
YER136W	YDR166C
YER136W	YER008C
YER136W	YFL005W
YER136W	YFL005W
YER136W	YGR172C
YER136W	YGR172C
YER136W	YIL068C
YER136W	YLR166C
YER136W	YNL267W
YER136W	YNL272C
YER136W	YPR055W
YER139C	YAL013W
YER139C	YGL070C
YER139C	YGR063C
YER139C	YGR200C
YER139C	YKL117W
YER139C	YPL240C
YER140W	YJL019W
YER144C	YPL240C
YER146W	YDL051W
YER148W	YAL021C
YER148W	YDR071C
YER148W	YGL043W
YER148W	YGL207W
YER148W	YGR252W
YER148W	YGR274C
YER148W	YGR274C
YER148W	YLR418C
YER148W	YMR224C
YER148W	YOR290C
YER148W	YPL082C
YER148W	YPL235W
YER148W	YPR086W
YER148W	YPR135W
YER149C	YBR234C
YER149C	YDL029W
YER149C	YGL043W
YER149C	YGR078C
YER149C	YJL157C
YER149C	YJL187C
YER149C	YLR229C
YER149C	YLR229C
YER149C	YLR330W
YER149C	YLR425W
YER149C	YNL192W
YER149C	YNL192W
YER149C	YNL206C
YER149C	YNL298W
YER149C	YPL240C
YER150W	YGL043W
YER150W	YOR046C
YER151C	YBL034C
YER151C	YDL126C
YER151C	YDL226C
YER151C	YER133W
YER151C	YGL020C
YER151C	YGL043W
YER151C	YGR229C
YER151C	YLR342W
YER151C	YOL012C
YER151C	YOR046C
YER151C	YOR080W
YER151C	YPL240C
YER153C	YCL043C
YER153C	YGL043W
YER153C	YHR014W
YER153C	YLR425W
YER154W	YGR274C
YER155C	YBR200W
YER155C	YBR200W
YER155C	YBR234C
YER155C	YBR234C
YER155C	YDL029W
YER155C	YDL029W
YER155C	YDL047W
YER155C	YDL047W
YER155C	YDL047W
YER155C	YDL127W
YER155C	YDL225W
YER155C	YDR129C
YER155C	YEL061C
YER155C	YER111C
YER155C	YFL037W
YER155C	YFL039C
YER155C	YGR229C
YER155C	YGR229C
YER155C	YGR229C
YER155C	YHR007C
YER155C	YHR023W
YER155C	YHR030C
YER155C	YHR090C
YER155C	YJL030W
YER155C	YJR066W
YER155C	YKL079W
YER155C	YKL117W
YER155C	YLR330W
YER155C	YLR342W
YER155C	YLR342W
YER155C	YMR294W
YER155C	YMR307W
YER155C	YNL079C
YER155C	YNL079C
YER155C	YNL079C
YER155C	YNL079C
YER155C	YNL153C
YER155C	YNL271C
YER155C	YNL271C
YER155C	YNL289W
YER155C	YNL289W
YER155C	YNL298W
YER155C	YNL298W
YER155C	YOL076W
YER155C	YOR046C
YER155C	YOR058C
YER155C	YOR127W
YER155C	YOR188W
YER155C	YOR269W
YER155C	YOR326W
YER155C	YOR326W
YER155C	YPL031C
YER155C	YPL031C
YER155C	YPL031C
YER155C	YPL161C
YER155C	YPL240C
YER155C	YPR141C
YER155C	YPR165W
YER157W	YFL005W
YER157W	YFR051C
YER157W	YGL137W
YER157W	YGL223C
YER157W	YGR120C
YER157W	YIL109C
YER157W	YKR068C
YER157W	YLR026C
YER157W	YNL041C
YER157W	YNL287W
YER157W	YOR216C
YER157W	YPR181C
YER159C	YDL084W
YER159C	YDR381W
YER159C	YDR397C
YER159C	YNL236W
YER159C	YOR046C
YER159C	YOR046C
YER159C	YOR046C
YER159C	YOR046C
YER159C	YOR046C
YER159C	YOR144C
YER161C	YBR279W
YER161C	YDR138W
YER161C	YIL079C
YER161C	YKR029C
YER161C	YLR103C
YER161C	YLR418C
YER161C	YOL145C
YER161C	YOR244W
YER162C	YER133W
YER162C	YLR262C
YER162C	YPL240C
YER164W	YBL052C
YER164W	YER111C
YER164W	YER133W
YER164W	YGR252W
YER164W	YIL079C
YER164W	YOR290C
YER164W	YPL016W
YER165W	YAL021C
YER165W	YDL192W
YER165W	YNR052C
YER165W	YNR052C
YER165W	YNR052C
YER165W	YOL139C
YER165W	YOL139C
YER166W	YDR093W
YER167W	YAL040C
YER167W	YAL040C
YER167W	YAL040C
YER167W	YAL040C
YER167W	YAL040C
YER167W	YER111C
YER167W	YHR030C
YER167W	YLR371W
YER167W	YLR452C
YER167W	YNL309W
YER168C	YMR190C
YER171W	YDL014W
YER171W	YDL108W
YER171W	YDR369C
YER171W	YER095W
YER171W	YIL143C
YER171W	YJR043C
YER171W	YML032C
YER171W	YML032C
YER171W	YML032C
YER171W	YML032C
YER171W	YMR224C
YER171W	YNL250W
YER171W	YNL250W
YER171W	YOR217W
YER172C	YDR088C
YER172C	YGR006W
YER172C	YHR165C
YER172C	YKL173W
YER172C	YKR086W
YER172C	YOR308C
YER173W	YBR060C
YER173W	YCL061C
YER173W	YCL061C
YER173W	YDL102W
YER173W	YDL102W
YER173W	YDR082W
YER173W	YDR138W
YER173W	YER095W
YER173W	YER111C
YER173W	YGR180C
YER173W	YJR104C
YER173W	YKL113C
YER173W	YKL113C
YER173W	YKL113C
YER173W	YKL113C
YER173W	YKL113C
YER173W	YLR103C
YER173W	YMR078C
YER173W	YMR078C
YER173W	YMR078C
YER173W	YNL273W
YER173W	YNL273W
YER173W	YOR144C
YER173W	YOR144C
YER173W	YPR120C
YER177W	YDL101C
YER177W	YDR028C
YER177W	YDR099W
YER177W	YDR099W
YER177W	YDR099W
YER177W	YDR099W
YER177W	YEL009C
YER177W	YEL061C
YER177W	YEL061C
YER177W	YGR078C
YER177W	YGR274C
YER177W	YHR090C
YER177W	YJL179W
YER177W	YKL126W
YER177W	YOR244W
YER177W	YPL194W
YER177W	YPR141C
YER178W	YAR035W
YER178W	YGR229C
YER178W	YML042W
YER178W	YNL192W
YER178W	YOR080W
YER178W	YPL240C
YER179W	YDR499W
YER179W	YHR014W
YER179W	YLR263W
YER183C	YGR274C
YER184C	YGR274C
YER187W	YPL240C
YFL001W	YLR085C
YFL001W	YOR046C
YFL001W	YOR080W
YFL002C	YER095W
YFL002C	YLR418C
YFL002C	YMR190C
YFL002C	YMR224C
YFL003C	YGR274C
YFL005W	YDR164C
YFL005W	YDR164C
YFL005W	YDR164C
YFL005W	YDR166C
YFL005W	YDR166C
YFL005W	YDR166C
YFL005W	YDR166C
YFL005W	YER008C
YFL005W	YER008C
YFL005W	YER136W
YFL005W	YER136W
YFL005W	YER157W
YFL005W	YFL038C
YFL005W	YGL190C
YFL005W	YGL233W
YFL005W	YGL233W
YFL005W	YGL233W
YFL005W	YGR009C
YFL005W	YGR009C
YFL005W	YGR172C
YFL005W	YGR274C
YFL005W	YIL068C
YFL005W	YIL068C
YFL005W	YIL068C
YFL005W	YIL118W
YFL005W	YJL074C
YFL005W	YJL085W
YFL005W	YKL079W
YFL005W	YKL079W
YFL005W	YKR068C
YFL005W	YLR166C
YFL005W	YLR166C
YFL005W	YLR166C
YFL005W	YLR229C
YFL005W	YLR229C
YFL005W	YLR418C
YFL005W	YNL267W
YFL005W	YNL272C
YFL005W	YNL272C
YFL005W	YNL272C
YFL005W	YNL272C
YFL005W	YNL272C
YFL005W	YNR049C
YFL005W	YOR326W
YFL005W	YOR326W
YFL005W	YOR326W
YFL005W	YPR017C
YFL005W	YPR017C
YFL005W	YPR055W
YFL005W	YPR055W
YFL005W	YPR055W
YFL005W	YPR055W
YFL005W	YPR176C
YFL007W	YDL020C
YFL007W	YFR050C
YFL008W	YCL016C
YFL008W	YCL016C
YFL008W	YFR027W
YFL008W	YHR191C
YFL008W	YKL113C
YFL008W	YLR418C
YFL008W	YMR078C
YFL008W	YNL262W
YFL008W	YPR135W
YFL009W	YDL132W
YFL009W	YDR054C
YFL009W	YER095W
YFL009W	YGL086W
YFL009W	YGR188C
YFL009W	YGR274C
YFL009W	YJL194W
YFL009W	YLR418C
YFL009W	YMR224C
YFL009W	YPL003W
YFL009W	YPL008W
YFL013C	YGR274C
YFL014W	YLR425W
YFL016C	YDL020C
YFL016C	YNL169C
YFL017C	YPL008W
YFL017W-A	YNL271C
YFL018C	YGR274C
YFL018C	YMR294W
YFL022C	YER095W
YFL022C	YJL074C
YFL022C	YLR418C
YFL022C	YMR190C
YFL022C	YOR144C
YFL023W	YDL074C
YFL023W	YGL020C
YFL023W	YKL113C
YFL023W	YKL113C
YFL023W	YPL055C
YFL023W	YPL240C
YFL024C	YAL011W
YFL024C	YAL024C
YFL024C	YBR010W
YFL024C	YBR081C
YFL024C	YBR097W
YFL024C	YBR231C
YFL024C	YCL008C
YFL024C	YDL008W
YFL024C	YDR176W
YFL024C	YDR195W
YFL024C	YDR225W
YFL024C	YDR294C
YFL024C	YDR334W
YFL024C	YDR334W
YFL024C	YDR359C
YFL024C	YDR359C
YFL024C	YDR448W
YFL024C	YDR448W
YFL024C	YER122C
YFL024C	YGL095C
YFL024C	YGL116W
YFL024C	YGL116W
YFL024C	YGR002C
YFL024C	YGR002C
YFL024C	YGR056W
YFL024C	YGR252W
YFL024C	YGR252W
YFL024C	YHL025W
YFL024C	YHR028C
YFL024C	YHR090C
YFL024C	YHR090C
YFL024C	YHR166C
YFL024C	YJL006C
YFL024C	YJL029C
YFL024C	YJL081C
YFL024C	YJL081C
YFL024C	YJR049C
YFL024C	YJR102C
YFL024C	YKL139W
YFL024C	YLR039C
YFL024C	YLR055C
YFL024C	YLR055C
YFL024C	YLR085C
YFL024C	YLR087C
YFL024C	YLR127C
YFL024C	YLR148W
YFL024C	YLR153C
YFL024C	YLR182W
YFL024C	YLR240W
YFL024C	YLR357W
YFL024C	YLR384C
YFL024C	YLR396C
YFL024C	YLR399C
YFL024C	YML112W
YFL024C	YMR077C
YFL024C	YMR078C
YFL024C	YMR231W
YFL024C	YNL084C
YFL024C	YNL107W
YFL024C	YNL107W
YFL024C	YNL172W
YFL024C	YNR023W
YFL024C	YOL012C
YFL024C	YOL148C
YFL024C	YOR080W
YFL024C	YOR213C
YFL024C	YOR244W
YFL024C	YOR244W
YFL024C	YOR290C
YFL024C	YPL129W
YFL024C	YPL254W
YFL025C	YGL020C
YFL028C	YGR274C
YFL029C	YBR023C
YFL029C	YBR160W
YFL029C	YBR279W
YFL029C	YDL047W
YFL029C	YDL108W
YFL029C	YDL108W
YFL029C	YDL125C
YFL029C	YDR168W
YFL029C	YFR027W
YFL029C	YGR188C
YFL029C	YGR216C
YFL029C	YJL074C
YFL029C	YNL064C
YFL029C	YOL145C
YFL029C	YPR119W
YFL030W	YCR053W
YFL030W	YDR111C
YFL030W	YGR208W
YFL030W	YHR025W
YFL030W	YJR078W
YFL030W	YLR231C
YFL030W	YOR184W
YFL031W	YCL043C
YFL031W	YEL031W
YFL031W	YGL194C
YFL031W	YGR227W
YFL031W	YGR274C
YFL031W	YJR104C
YFL031W	YKL209C
YFL031W	YMR022W
YFL033C	YLR039C
YFL033C	YLR262C
YFL034C-B	YGR188C
YFL034C-B	YGR274C
YFL034C-B	YHR102W
YFL034C-B	YIL129C
YFL034C-B	YJL074C
YFL034C-B	YLR418C
YFL034C-B	YMR190C
YFL034C-B	YPR135W
YFL034W	YGR274C
YFL036W	YBL061C
YFL036W	YDR212W
YFL036W	YGR227W
YFL036W	YGR274C
YFL036W	YHR142W
YFL036W	YJL099W
YFL036W	YNL206C
YFL036W	YOR002W
YFL036W	YOR067C
YFL036W	YPL240C
YFL037W	YCL016C
YFL037W	YCL029C
YFL037W	YCL029C
YFL037W	YCR065W
YFL037W	YDR150W
YFL037W	YDR212W
YFL037W	YDR318W
YFL037W	YEL003W
YFL037W	YEL062W
YFL037W	YER007W
YFL037W	YER016W
YFL037W	YER155C
YFL037W	YFR010W
YFL037W	YGL086W
YFL037W	YGL086W
YFL037W	YJL013C
YFL037W	YJL013C
YFL037W	YJL030W
YFL037W	YJL030W
YFL037W	YKL048C
YFL037W	YKR054C
YFL037W	YLR200W
YFL037W	YLR262C
YFL037W	YLR386W
YFL037W	YLR418C
YFL037W	YML094W
YFL037W	YMR138W
YFL037W	YMR190C
YFL037W	YMR198W
YFL037W	YMR224C
YFL037W	YMR294W
YFL037W	YMR299C
YFL037W	YOR349W
YFL037W	YPL017C
YFL037W	YPL241C
YFL037W	YPR141C
YFL038C	YDL058W
YFL038C	YDL192W
YFL038C	YDR164C
YFL038C	YDR166C
YFL038C	YDR170C
YFL038C	YEL034W
YFL038C	YER008C
YFL038C	YFL005W
YFL038C	YGL233W
YFL038C	YGR009C
YFL038C	YGR120C
YFL038C	YGR172C
YFL038C	YGR172C
YFL038C	YGR188C
YFL038C	YGR274C
YFL038C	YIL004C
YFL038C	YIL068C
YFL038C	YJL074C
YFL038C	YKR068C
YFL038C	YLR166C
YFL038C	YLR268W
YFL038C	YLR418C
YFL038C	YMR224C
YFL038C	YNL267W
YFL038C	YNL272C
YFL038C	YNL287W
YFL038C	YNR026C
YFL038C	YOR075W
YFL038C	YPR055W
YFL038C	YPR176C
YFL038C	YPR181C
YFL039C	YBL020W
YFL039C	YDL111C
YFL039C	YDL148C
YFL039C	YDL153C
YFL039C	YDR129C
YFL039C	YDR189W
YFL039C	YDR388W
YFL039C	YDR389W
YFL039C	YER155C
YFL039C	YGR175C
YFL039C	YHR030C
YFL039C	YIL034C
YFL039C	YIR006C
YFL039C	YKL117W
YFL039C	YLL050C
YFL039C	YMR092C
YFL039C	YMR149W
YFL039C	YOR122C
YFL039C	YOR145C
YFL041W	YGR274C
YFL047W	YGR274C
YFL047W	YPL075W
YFL049W	YKL117W
YFL050C	YPL075W
YFL051C	YHR129C
YFL052W	YGR274C
YFL054C	YPL240C
YFR002W	YGL092W
YFR002W	YLR347C
YFR002W	YML103C
YFR002W	YMR129W
YFR002W	YMR129W
YFR003C	YER133W
YFR003C	YPL008W
YFR004W	YEL037C
YFR004W	YER095W
YFR004W	YFR010W
YFR004W	YGL086W
YFR004W	YJL074C
YFR004W	YLR418C
YFR004W	YMR190C
YFR004W	YMR224C
YFR004W	YPL008W
YFR004W	YPR135W
YFR005C	YJL074C
YFR005C	YKL173W
YFR005C	YOR144C
YFR009W	YGR274C
YFR009W	YPL086C
YFR010W	YAR003W
YFR010W	YAR003W
YFR010W	YBR175W
YFR010W	YBR272C
YFR010W	YBR279W
YFR010W	YDL074C
YFR010W	YDL074C
YFR010W	YDL102W
YFR010W	YDR469W
YFR010W	YER068W
YFR010W	YFL037W
YFR010W	YFR004W
YFR010W	YGL058W
YFR010W	YGL058W
YFR010W	YGL244W
YFR010W	YKL213C
YFR010W	YLR226W
YFR010W	YLR418C
YFR010W	YNL250W
YFR010W	YNL288W
YFR010W	YOR080W
YFR010W	YPL055C
YFR010W	YPL240C
YFR010W	YPR135W
YFR010W	YPR141C
YFR015C	YLR258W
YFR019W	YBL061C
YFR019W	YBR023C
YFR019W	YCL029C
YFR019W	YDR054C
YFR019W	YDR150W
YFR019W	YDR162C
YFR019W	YDR162C
YFR019W	YDR212W
YFR019W	YEL003W
YFR019W	YER016W
YFR019W	YER016W
YFR019W	YER016W
YFR019W	YGL058W
YFR019W	YGR078C
YFR019W	YKL212W
YFR019W	YLR055C
YFR019W	YLR103C
YFR019W	YLR200W
YFR019W	YLR330W
YFR019W	YMR294W
YFR019W	YNL153C
YFR019W	YNL271C
YFR019W	YNL271C
YFR019W	YNL298W
YFR019W	YNL298W
YFR019W	YOR269W
YFR019W	YOR326W
YFR019W	YPL240C
YFR021W	YDR208W
YFR021W	YGR223C
YFR021W	YPL100W
YFR024C-A	YCL043C
YFR024C-A	YOR244W
YFR027W	YBR088C
YFR027W	YBR107C
YFR027W	YBR160W
YFR027W	YDL003W
YFR027W	YFL008W
YFR027W	YFL029C
YFR027W	YGL071W
YFR027W	YHR191C
YFR027W	YJL019W
YFR027W	YKL113C
YFR027W	YMR076C
YFR027W	YMR078C
YFR027W	YMR224C
YFR027W	YOR144C
YFR027W	YPL008W
YFR027W	YPL024W
YFR027W	YPR135W
YFR028C	YAL024C
YFR028C	YBR060C
YFR028C	YBR060C
YFR028C	YGL003C
YFR028C	YGR098C
YFR028C	YGR188C
YFR028C	YGR274C
YFR028C	YHR152W
YFR028C	YKR010C
YFR028C	YLR079W
YFR028C	YLR079W
YFR028C	YLR357W
YFR028C	YML064C
YFR028C	YMR001C
YFR028C	YMR001C
YFR028C	YMR224C
YFR028C	YNL262W
YFR028C	YOR195W
YFR028C	YPL008W
YFR028C	YPR119W
YFR028C	YPR175W
YFR029W	YCL018W
YFR029W	YKR039W
YFR030W	YER016W
YFR030W	YGR274C
YFR030W	YJR137C
YFR031C	YBL097W
YFR031C	YCR086W
YFR031C	YDR110W
YFR031C	YDR289C
YFR031C	YDR328C
YFR031C	YDR389W
YFR031C	YDR439W
YFR031C	YEL061C
YFR031C	YGR188C
YFR031C	YJL013C
YFR031C	YKR010C
YFR031C	YLR272C
YFR031C	YMR048W
YFR031C	YNL064C
YFR031C	YNL250W
YFR031C	YNL254C
YFR031C	YOL006C
YFR031C	YOR058C
YFR031C	YOR073W
YFR031C	YPL017C
YFR031C	YPR135W
YFR031C	YPR141C
YFR031C-A	YAL059W
YFR031C-A	YHR129C
YFR031C-A	YIL018W
YFR031C-A	YLR039C
YFR031C-A	YLR262C
YFR031C-A	YMR294W
YFR031C-A	YPL240C
YFR032C-A	YDR054C
YFR032C-A	YLR075W
YFR032C-A	YPL193W
YFR033C	YLR075W
YFR034C	YGR274C
YFR036W	YBL084C
YFR036W	YBR023C
YFR036W	YBR023C
YFR036W	YCL016C
YFR036W	YDR260C
YFR036W	YDR420W
YFR036W	YER016W
YFR036W	YGL058W
YFR036W	YGL116W
YFR036W	YGL240W
YFR036W	YGR002C
YFR036W	YHR166C
YFR036W	YHR191C
YFR036W	YHR191C
YFR036W	YHR191C
YFR036W	YKL022C
YFR036W	YLL002W
YFR036W	YMR078C
YFR036W	YMR078C
YFR036W	YMR078C
YFR036W	YOR244W
YFR036W	YOR249C
YFR036W	YPL240C
YFR036W	YPR135W
YFR036W	YPR141C
YFR037C	YER095W
YFR037C	YGR188C
YFR037C	YLR418C
YFR037C	YML127W
YFR037C	YOR080W
YFR037C	YOR144C
YFR038W	YHR129C
YFR040W	YBR234C
YFR040W	YDL029W
YFR040W	YGR274C
YFR040W	YKL117W
YFR040W	YOR080W
YFR041C	YJL034W
YFR042W	YPR159W
YFR043C	YGR274C
YFR043C	YNL271C
YFR043C	YNL322C
YFR045W	YLR330W
YFR045W	YNL192W
YFR045W	YNL192W
YFR046C	YGR274C
YFR047C	YGR274C
YFR047C	YOR209C
YFR047C	YOR209C
YFR047C	YOR209C
YFR048W	YJL127C
YFR050C	YFL007W
YFR050C	YGR188C
YFR051C	YER157W
YFR051C	YGL145W
YFR051C	YGL223C
YFR051C	YLR418C
YFR052W	YBR160W
YFR052W	YDL020C
YFR052W	YER021W
YFR052W	YGR188C
YFR052W	YHR200W
YFR052W	YIL075C
YFR052W	YIL075C
YFR052W	YKL145W
YFR052W	YKL145W
YFR052W	YLR418C
YFR052W	YMR190C
YFR052W	YMR224C
YFR053C	YCL040W
YFR053C	YCL040W
YFR053C	YGL253W
YFR053C	YGL253W
YGL001C	YLR418C
YGL001C	YMR190C
YGL001C	YMR224C
YGL003C	YBR160W
YGL003C	YDR113C
YGL003C	YDR113C
YGL003C	YDR113C
YGL003C	YDR146C
YGL003C	YER111C
YGL003C	YFR028C
YGL003C	YGL086W
YGL003C	YGL116W
YGL003C	YGL116W
YGL003C	YHR152W
YGL003C	YHR152W
YGL003C	YHR152W
YGL003C	YJL030W
YGL003C	YJL194W
YGL003C	YKL117W
YGL003C	YLR079W
YGL003C	YLR079W
YGL003C	YLR403W
YGL003C	YOR026W
YGL003C	YOR080W
YGL003C	YOR083W
YGL003C	YOR195W
YGL003C	YPL240C
YGL004C	YGR232W
YGL005C	YBR164C
YGL005C	YDR359C
YGL005C	YER083C
YGL005C	YGL020C
YGL005C	YGR274C
YGL005C	YHR090C
YGL005C	YJL081C
YGL005C	YLR039C
YGL005C	YLR262C
YGL005C	YOR070C
YGL005C	YOR070C
YGL005C	YOR244W
YGL005C	YPL051W
YGL006W	YDL128W
YGL006W	YDL128W
YGL006W	YDR182W
YGL006W	YGL167C
YGL006W	YKL190W
YGL006W	YMR294W
YGL007C-A	YGR274C
YGL008C	YMR224C
YGL011C	YPL008W
YGL012W	YNL298W
YGL014W	YKL117W
YGL014W	YPL153C
YGL015C	YPL031C
YGL015C	YPL031C
YGL016W	YGR274C
YGL016W	YPL075W
YGL018C	YLR369W
YGL019W	YGR274C
YGL019W	YOR080W
YGL019W	YOR326W
YGL020C	YAL013W
YGL020C	YAR003W
YGL020C	YBR036C
YGL020C	YBR095C
YGL020C	YBR097W
YGL020C	YBR106W
YGL020C	YBR127C
YGL020C	YBR221C
YGL020C	YCL004W
YGL020C	YDL005C
YGL020C	YDL006W
YGL020C	YDL074C
YGL020C	YDL074C
YGL020C	YDL090C
YGL020C	YDL115C
YGL020C	YDL116W
YGL020C	YDL232W
YGL020C	YDR162C
YGL020C	YDR484W
YGL020C	YDR497C
YGL020C	YEL031W
YGL020C	YER111C
YGL020C	YER122C
YGL020C	YER151C
YGL020C	YFL023W
YGL020C	YFL025C
YGL020C	YGL005C
YGL020C	YGL054C
YGL020C	YGL058W
YGL020C	YGL058W
YGL020C	YGL127C
YGL020C	YGL167C
YGL020C	YGL223C
YGL020C	YGR002C
YGL020C	YGR046W
YGL020C	YGR063C
YGL020C	YHR007C
YGL020C	YHR090C
YGL020C	YIL084C
YGL020C	YJL029C
YGL020C	YJL123C
YGL020C	YJR104C
YGL020C	YKL139W
YGL020C	YKL212W
YGL020C	YLR039C
YGL020C	YLR065C
YGL020C	YLR087C
YGL020C	YLR226W
YGL020C	YLR262C
YGL020C	YLR337C
YGL020C	YLR370C
YGL020C	YLR384C
YGL020C	YLR418C
YGL020C	YLR418C
YGL020C	YML071C
YGL020C	YMR038C
YGL020C	YMR312W
YGL020C	YNL051W
YGL020C	YNL147W
YGL020C	YNL236W
YGL020C	YNR051C
YGL020C	YOL004W
YGL020C	YOL004W
YGL020C	YOL012C
YGL020C	YOR080W
YGL020C	YOR080W
YGL020C	YOR216C
YGL020C	YOR244W
YGL020C	YPL051W
YGL020C	YPL055C
YGL020C	YPL069C
YGL020C	YPL086C
YGL020C	YPL240C
YGL020C	YPL244C
YGL020C	YPR072W
YGL020C	YPR101W
YGL021W	YMR294W
YGL022W	YGL226C-A
YGL022W	YJL174W
YGL022W	YLR418C
YGL022W	YMR224C
YGL022W	YOR336W
YGL022W	YPL227C
YGL023C	YKL117W
YGL025C	YDL013W
YGL025C	YDR005C
YGL025C	YDR397C
YGL025C	YDR477W
YGL025C	YJL127C
YGL025C	YJL140W
YGL025C	YKL028W
YGL025C	YNL098C
YGL025C	YPL240C
YGL027C	YHR030C
YGL027C	YHR030C
YGL027C	YJL095W
YGL027C	YMR307W
YGL027C	YMR307W
YGL027C	YMR307W
YGL027C	YNL322C
YGL027C	YNL322C
YGL027C	YPR159W
YGL029W	YDL220C
YGL029W	YGL116W
YGL031C	YCL029C
YGL031C	YMR190C
YGL031C	YNL021W
YGL031C	YNL298W
YGL031C	YNL298W
YGL032C	YCR089W
YGL032C	YNR044W
YGL033W	YDR499W
YGL033W	YKL117W
YGL033W	YPL240C
YGL035C	YBL105C
YGL037C	YJR025C
YGL038C	YDL159W
YGL038C	YHL007C
YGL038C	YHR042W
YGL038C	YHR084W
YGL038C	YHR090C
YGL038C	YLR362W
YGL038C	YMR263W
YGL038C	YNL298W
YGL043W	YAL021C
YGL043W	YAR003W
YGL043W	YBR175W
YGL043W	YBR279W
YGL043W	YBR279W
YGL043W	YDL074C
YGL043W	YDL074C
YGL043W	YDL116W
YGL043W	YDL140C
YGL043W	YDL140C
YGL043W	YDR334W
YGL043W	YDR448W
YGL043W	YEL065W
YGL043W	YER133W
YGL043W	YER148W
YGL043W	YER149C
YGL043W	YER150W
YGL043W	YER151C
YGL043W	YER153C
YGL043W	YGL058W
YGL043W	YGL058W
YGL043W	YGL070C
YGL043W	YGL127C
YGL043W	YGL127C
YGL043W	YGL244W
YGL043W	YGL244W
YGL043W	YGR002C
YGL043W	YGR063C
YGL043W	YGR104C
YGL043W	YGR186W
YGL043W	YGR274C
YGL043W	YJL140W
YGL043W	YJL140W
YGL043W	YJL140W
YGL043W	YJL140W
YGL043W	YKL117W
YGL043W	YKL139W
YGL043W	YKL160W
YGL043W	YLR226W
YGL043W	YLR305C
YGL043W	YLR306W
YGL043W	YLR418C
YGL043W	YMR127C
