abbreviation	name	equation	reversible	compartment	lowbnd	uppbnd	obj_coef	rule	subsystem
r_0474	FMN reductase	(1) s_0763_b + (1) s_1087 + (1) s_0683 <==> (1) s_1082 + (1) s_0686	reversible	NA	0	1000	0	(YLR011W)	
r_0475	FMN reductase	(1) s_0763_b + (1) s_1096 + (1) s_0683 <==> (1) s_1091 + (1) s_0686	reversible	NA	0	1000	0	(YLR011W)	
r_0476	formaldehyde dehydrogenase	(1) s_1082 + (1) s_0688 + (1) s_0717 <==> (1) s_0763_b + (1) s_1087 + (1) s_1298	reversible	NA	-1000	1000	0	(YDL168W)	
r_0477	formate  dehydrogenase, cytosolic/mitochondrial	(1) s_0763_b + (1) s_0689 + (1) s_1410 <==> (1) s_0470 + (1) s_1409	reversible	NA	0	1000	0		
r_0478	formate dehydrogenase	(1) s_1082 + (1) s_0689 <==> (1) s_1087 + (1) s_0470	reversible	NA	0	1000	0	((YOR388C) or (YPL275W) or (YPL276W))	
r_0479	formate-tetrahydrofolate ligase	(1) s_0446 + (1) s_0689 + (1) s_0309 <==> (1) s_0400 + (1) s_1207 + (1) s_0122	reversible	NA	0	1000	0	(YGR204W)	
r_0481	fructose-1-phosphate kinase	(1) s_0446 + (1) s_0538 <==> (1) s_0763_b + (1) s_0400 + (1) s_0537	reversible	NA	0	1000	0		
r_0482	fructose-2,6-bisphosphate 2-phosphatase	(1) s_1434_b + (1) s_0454 <==> (1) s_1207 + (1) s_0539	reversible	NA	0	1000	0	(YJL155C)	
r_0483	fructose-bisphosphatase	(1) s_1434_b + (1) s_0537 <==> (1) s_1207 + (1) s_0539	reversible	NA	0	1000	0	(YLR377C)	
r_0484	fructose-bisphosphate aldolase	(1) s_0537 <==> (1) s_0735 + (1) s_0731	reversible	NA	-1000	1000	0	(YKL060C)	
r_0485	fumarase	(1) s_1434_b + (1) s_0692 <==> (1) s_0069	reversible	NA	-1000	1000	0	(YPL262W)	
r_0487	Fumarate dependent DHORD	(1) s_0692 + (1) s_0064 <==> (1) s_1154 + (1) s_1338	reversible	NA	0	1000	0	(YKL216W)	
r_0488	fumarate reductase	(1) s_0692 + (1) s_0659 <==> (1) s_0657 + (1) s_1338	reversible	NA	0	1000	0	((YJR051W) or ((YDR178W) and (YJL045W) and (YKL141W) and (YLL041C)) or ((YDR178W) and (YKL141W) and (YKL148C) and (YLL041C)))	
r_0489	fumarate reductase FMN	(1) s_0692 + (1) s_0686 <==> (1) s_0683 + (1) s_1338	reversible	NA	-1000	1000	0	(YEL047C)	
r_0491	g-glutamyltransferase	(1) s_0863 + (1) s_0717 <==> (1) s_0891 + (1) s_0895	reversible	NA	0	1000	0	(YLR299W)	
r_0492	galactokinase	(1) s_0446 + (1) s_0540 <==> (1) s_0763_b + (1) s_0400 + (1) s_0420	reversible	NA	0	1000	0	(YBR020W)	
r_0493	galactose-1-phosphate uridylyltransferase	(1) s_0763_b + (1) s_1430 + (1) s_0420 <==> (1) s_0605 + (1) s_1413	reversible	NA	-1000	1000	0	(YBR018C)	
r_0494	gamma-glutamylcysteine synthetase	(1) s_0446 + (1) s_0899 + (1) s_0889 <==> (1) s_0763_b + (1) s_0400 + (1) s_1207 + (1) s_0896	reversible	NA	0	1000	0	(YJL101C)	
r_0495	geranylgeranyltranstransferase	(1) s_0850 + (1) s_0194 <==> (1) s_0605 + (1) s_1196	reversible	NA	0	1000	0		
r_0496	geranyltranstransferase	(1) s_0850 + (1) s_0712 <==> (1) s_0605 + (1) s_0195	reversible	NA	0	1000	0	(YJL167W)	
r_0497	glucan 1,4-alpha-glucosidase	(1) s_0743 + (1) s_1434_b <==> (1) s_0545	reversible	NA	0	1000	0	(YPR184W)	
r_0499	glucokinase	(1) s_0446 + (1) s_0545 <==> (1) s_0763_b + (1) s_0400 + (1) s_0455	reversible	NA	0	1000	0	(YCL040W)	
r_0500	glucosamine-6-phosphate deaminase	(1) s_1434_b + (1) s_0422 <==> (1) s_0430 + (1) s_0539	reversible	NA	0	1000	0		
r_0501	glucose 6-phosphate dehydrogenase	(1) s_1091 + (1) s_0410 <==> (1) s_0763_b + (1) s_1096 + (1) s_0342	reversible	NA	0	1000	0	(YNL241C)	
r_0503	glucose-6-phosphate isomerase	(1) s_0410 <==> (1) s_0455	reversible	NA	-1000	1000	0	(YBR196C)	
r_0504	glucose-6-phosphate isomerase	(1) s_0455 <==> (1) s_0539	reversible	NA	-1000	1000	0	(YBR196C)	
r_0505	glucose-6-phosphate isomerase	(1) s_0410 <==> (1) s_0539	reversible	NA	-1000	1000	0	(YBR196C)	
r_0506	glutamate 5-kinase	(1) s_0446 + (1) s_0899 <==> (1) s_0400 + (1) s_0894	reversible	NA	0	1000	0	(YDR300C)	
r_0507	glutamate decarboxylase	(1) s_0763_b + (1) s_0899 <==> (1) s_0470 + (1) s_0700	reversible	NA	0	1000	0	(YMR250W)	
r_0508	glutamate dehydrogenase (NAD)	(1) s_1082 + (1) s_1434_b + (1) s_0899 <==> (1) s_0763_b + (1) s_1087 + (1) s_0430 + (1) s_0185	reversible	NA	0	1000	0	(YDL215C)	
r_0509	glutamate dehydrogenase (NADP)	(1) s_0763_b + (1) s_0430 + (1) s_1096 + (1) s_0185 <==> (1) s_1434_b + (1) s_0899 + (1) s_1091	reversible	NA	0	1000	0	((YAL062W) or (YOR375C))	
r_0510	glutamate synthase (NADH2)	(1) s_0763_b + (1) s_1087 + (1) s_0185 + (1) s_0907 <==> (1) s_1082 + (2) s_0899	reversible	NA	0	1000	0	(YDL171C)	
r_0511	glutamate-5-semialdehyde dehydrogenase	(1) s_0763_b + (1) s_1096 + (1) s_0894 <==> (1) s_1207 + (1) s_1091 + (1) s_0905	reversible	NA	0	1000	0	(YOR323C)	
r_0512	glutamate-5-semialdehyde dehydrogenase	(1) s_0763_b + (1) s_1087 + (1) s_0894 <==> (1) s_1082 + (1) s_1207 + (1) s_0905	reversible	NA	0	1000	0	(YOR323C)	
r_0513	glutaminase	(1) s_1434_b + (1) s_0907 <==> (1) s_0899 + (1) s_0430	reversible	NA	0	1000	0		
r_0514	glutamine phosphoribosyldiphosphate amidotransferase	(1) s_1434_b + (1) s_0907 + (1) s_0331 <==> (1) s_0899 + (1) s_0605 + (1) s_0333	reversible	NA	0	1000	0	(YMR300C)	
r_0515	glutamine synthetase	(1) s_0446 + (1) s_0899 + (1) s_0430 <==> (1) s_0763_b + (1) s_0400 + (1) s_1207 + (1) s_0907	reversible	NA	0	1000	0	(YPR035W)	
r_0516	glutamine-fructose-6-phosphate transaminase	(1) s_0907 + (1) s_0539 <==> (1) s_0899 + (1) s_0422	reversible	NA	0	1000	0	(YKL104C)	
r_0517	glutaminyl-tRNA synthetase	(1) s_0446 + (1) s_0907 + (1) s_1469_b <==> (1) s_0434 + (1) s_0605 + (1) s_0714	reversible	NA	0	1000	0	(YOR168W)	
r_0518	glutamyl-tRNA synthetase	(1) s_0446 + (1) s_0899 + (1) s_1470_b <==> (1) s_0434 + (1) s_0605 + (1) s_0715	reversible	NA	0	1000	0	(YGL245W)	
r_0519	glutamyl-tRNA synthetase	(1) s_0446 + (1) s_0899 + (1) s_1471_b <==> (1) s_0434 + (1) s_0605 + (1) s_0715	reversible	NA	0	1000	0	(YOL033W)	
r_0520	glutathione oxidoreductase	(1) s_0763_b + (1) s_1096 + (1) s_0721 <==> (1) s_1091 + (2) s_0717	reversible	NA	0	1000	0	(((YCL035C) and (YPL091W)) or ((YDR098C) and (YPL091W)) or ((YDR513W) and (YPL091W)) or ((YER174C) and (YPL091W)))	
r_0522	glutathione peridoxase	(1) s_0801 + (2) s_0717 <==> (2) s_1434_b + (1) s_0721	reversible	NA	-1000	1000	0	((YBR244W) or (YCL035C) or (YDR513W) or (YIR037W) or (YKL026C))	
r_0524	glutathione synthetase	(1) s_0446 + (1) s_0740 + (1) s_0896 <==> (1) s_0763_b + (1) s_0400 + (1) s_1207 + (1) s_0717	reversible	NA	0	1000	0	(YOL049W)	
r_0525	glyceraldehyde-3-phosphate dehydrogenase	(1) s_1082 + (1) s_1207 + (1) s_0731 <==> (1) s_0763_b + (1) s_1087 + (1) s_0265	reversible	NA	-1000	1000	0	((YGR192C) or (YJL052W) or (YJR009C))	
r_0526	glycerol dehydrogenase (NADP-dependent)	(1) s_1091 + (1) s_0732 <==> (1) s_0763_b + (1) s_1096 + (1) s_0734	reversible	NA	0	1000	0	(YOR120W)	
r_0527	glycerol kinase	(1) s_0446 + (1) s_0732 <==> (1) s_0763_b + (1) s_0400 + (1) s_1315	reversible	NA	0	1000	0	(YHL032C)	
r_0528	glycerol-3-phosphatase	(1) s_1434_b + (1) s_1315 <==> (1) s_1207 + (1) s_0732	reversible	NA	0	1000	0	((YER062C) or (YIL053W))	
r_0529	glycerol-3-phosphate dehydrogenase (fad)	(1) s_0657 + (1) s_1315 <==> (1) s_0659 + (1) s_0735	reversible	NA	0	1000	0	(YIL155C)	
r_0530	glycerol-3-phosphate dehydrogenase (NAD)	(1) s_0763_b + (1) s_1087 + (1) s_0735 <==> (1) s_1082 + (1) s_1315	reversible	NA	0	1000	0	((YDL022W) or (YOL059W))	
r_0532	glycerol-3-phosphate/dihydroxyacetone phosphate acyltransferase	(1) s_0386 + (1) s_0735 <==> (1) s_0514 + (1) s_0388	reversible	NA	-1000	1000	0	((YBL011W) or (YKR067W))	
r_0534	glycerol-3-phosphate/dihydroxyacetone phosphate acyltransferase	(1) s_0386 + (1) s_1315 <==> (2) s_0763_b + (1) s_0083 + (1) s_0514	reversible	NA	-1000	1000	0	((YBL011W) or (YKR067W))	
r_0536	glycerophosphodiester phosphodiesterase (glycerophosphocholine)	(1) s_1434_b + (1) s_1310 <==> (1) s_0763_b + (1) s_0496 + (1) s_1315	reversible	NA	0	1000	0	(YPL110C)	
r_0537	glycine C-acetyltransferase	(1) s_0514 + (1) s_0860 <==> (1) s_0380 + (1) s_0740	reversible	NA	0	1000	0		
r_0538	glycine cleavage system	(1) s_1082 + (1) s_0309 + (1) s_0740 <==> (1) s_1087 + (1) s_0430 + (1) s_0470 + (1) s_0307	reversible	NA	0	1000	0	((YAL044C) and (YDR019C) and (YFL018C) and (YMR189W))	
r_0539	glycine hydroxymethyltransferase	(1) s_0309 + (1) s_0943 <==> (1) s_1434_b + (1) s_0307 + (1) s_0740	reversible	NA	-1000	1000	0	(YLR058C)	
r_0541	glycine-cleavage complex (lipoamide)	(1) s_0763_b + (1) s_0740 + (1) s_1001 <==> (1) s_0470 + (1) s_1286	reversible	NA	-1000	1000	0	((YAL044C) and (YDR019C) and (YFL018C) and (YMR189W))	
r_0542	glycine-cleavage complex (lipoamide)	(1) s_1082 + (1) s_0603 <==> (1) s_0763_b + (1) s_1087 + (1) s_1001	reversible	NA	-1000	1000	0	(((YAL044C) and (YDR019C) and (YFL018C) and (YMR189W)) or ((YDR148C) and (YFL018C) and (YIL125W)))	
r_0543	glycine-cleavage complex (lipoylprotein)	(1) s_0763_b + (1) s_0740 + (1) s_1002 <==> (1) s_0470 + (1) s_1287	reversible	NA	-1000	1000	0	((YAL044C) and (YDR019C) and (YFL018C) and (YMR189W))	
r_0544	glycine-cleavage complex (lipoylprotein)	(1) s_0763_b + (1) s_0309 + (1) s_1287 <==> (1) s_0430 + (1) s_0307 + (1) s_0604	reversible	NA	0	1000	0	((YAL044C) and (YDR019C) and (YFL018C) and (YMR189W))	
r_0545	glycine-cleavage complex (lipoylprotein)	(1) s_1082 + (1) s_0604 <==> (1) s_0763_b + (1) s_1087 + (1) s_1002	reversible	NA	-1000	1000	0	((YAL044C) and (YDR019C) and (YFL018C) and (YMR189W))	
r_0546	glycine-cleavage system (lipoamide)	(1) s_0309 + (1) s_1286 <==> (1) s_0430 + (1) s_0307 + (1) s_0603	reversible	NA	0	1000	0	((YAL044C) and (YDR019C) and (YFL018C) and (YMR189W))	
r_0547	glycogen (starch) synthase	(1) s_1415 + (1) s_1434_b <==> (1) s_0763_b + (1) s_1411 + (1) s_0438	reversible	NA	0	1000	0	(((YFR015C) and (YJL137C)) or ((YFR015C) and (YKR058W)) or ((YJL137C) and (YLR258W)) or ((YKR058W) and (YLR258W)))	
r_0548	glycogen phosphorylase	(1) s_0743 + (1) s_1207 <==> (1) s_0549	reversible	NA	0	1000	0	(YPR160W)	
r_0549	glycyl-tRNA synthetase	(1) s_0446 + (1) s_0740 + (1) s_1472_b <==> (1) s_0434 + (1) s_0605 + (1) s_0724	reversible	NA	0	1000	0	((YBR121C) or (YPR081C))	
r_0550	glycylpeptide N-tetradecanoyltransferase	(1) s_1044 + (1) s_0748 <==> (1) s_0763_b + (1) s_0514 + (1) s_1081	reversible	NA	0	1000	0	(YLR195C)	
r_0551	GMP synthase	(1) s_1434_b + (1) s_0446 + (1) s_0907 + (1) s_0306 <==> (2) s_0763_b + (1) s_0899 + (1) s_0434 + (1) s_0752 + (1) s_0605	reversible	NA	0	1000	0	(YMR217W)	
r_0552	gnnuc	(1) s_1434_b + (1) s_0760 <==> (1) s_0555 + (1) s_0757	reversible	NA	0	1000	0	(YDR400W)	
r_0553	GPI-anchor assembly, step 10, GPI-modification of newly synthesised protein	(1) s_0339 + (1) s_1502_b <==> (1) s_0729	reversible	NA	-1000	1000	0	((YDR331W) and (YDR434W) and (YHR188C) and (YLR088W) and (YLR459W))	
r_0554	GPI-anchor assembly, step 11, deacylation reaction as part of glycosylation	(1) s_0729 <==> (1) s_0730	reversible	NA	-1000	1000	0	(YFL025C)	
r_0555	GPI-anchor assembly, step 2	(1) s_1434_b + (1) s_0338 <==> (1) s_0763_b + (1) s_0369 + (1) s_0336	reversible	NA	-1000	1000	0	(YMR281W)	
r_0556	GPI-anchor assembly, step 5	(1) s_0337 + (1) s_0615 <==> (1) s_0616 + (1) s_0341	reversible	NA	-1000	1000	0	((YJR013W) and (YCL052C))	
r_0557	GPI-anchor assembly, step 6	(1) s_1233 + (1) s_0341 <==> (1) s_0344	reversible	NA	-1000	1000	0	(YKL165C)	
r_0558	GPI-anchor assembly, step 7	(1) s_0615 + (1) s_0344 <==> (1) s_0616 + (1) s_0346	reversible	NA	-1000	1000	0	(YBR004C)	
r_0559	GPI-anchor assembly, step 8	(1) s_0615 + (1) s_0346 <==> (1) s_0345	reversible	NA	-1000	1000	0	(YGL142C)	
r_0560	GPI-anchor assembly, step 9	(1) s_1233 + (1) s_0345 <==> (1) s_0596 + (1) s_0339	reversible	NA	-1000	1000	0	((YDR302W) or (YLL031C))	
r_0561	GTP cyclohydrolase I	(1) s_1434_b + (1) s_0755 <==> (1) s_0763_b + (1) s_0689 + (1) s_0353	reversible	NA	0	1000	0	(YGR267C)	
r_0562	GTP cyclohydrolase II	(3) s_1434_b + (1) s_0755 <==> (2) s_0763_b + (1) s_0689 + (1) s_0145 + (1) s_0605	reversible	NA	0	1000	0	(YBL033C)	
r_0563	GTP diphosphohydrolase	(2) s_1434_b + (1) s_0755 <==> (2) s_0763_b + (2) s_1207 + (1) s_0752	reversible	NA	0	1000	0	(YER005W)	
r_0564	guanine deaminase	(1) s_0763_b + (1) s_1434_b + (1) s_0757 <==> (1) s_0430 + (1) s_0364	reversible	NA	0	1000	0	(YDL238C)	
r_0565	guanine phosphoribosyltransferase	(1) s_0331 + (1) s_0757 <==> (1) s_0752 + (1) s_0605	reversible	NA	0	1000	0	(YDR399W)	
r_0566	guanosine kinase	(1) s_0446 + (1) s_0760 <==> (1) s_0763_b + (1) s_0400 + (1) s_0752	reversible	NA	0	1000	0		
r_0567	guanylate kinase (GMP:ATP)	(1) s_0446 + (1) s_0752 <==> (1) s_0400 + (1) s_0706	reversible	NA	-1000	1000	0	(YDR454C)	
r_0568	guanylate kinase (GMP:dATP)	(1) s_0752 + (1) s_0566 <==> (1) s_0706 + (1) s_0562	reversible	NA	-1000	1000	0	(YDR454C)	
r_0569	Heme O monooxygenase	(1) s_1087 + (1) s_1160 + (1) s_0774 <==> (1) s_1082 + (1) s_1434_b + (1) s_0773	reversible	NA	0	1000	0	((YDR376W) and (YER141W) and (YPL252C))	
r_0570	Heme O synthase	(1) s_1434_b + (1) s_0195 + (1) s_0681 <==> (1) s_0605 + (1) s_0774	reversible	NA	0	1000	0	(YPL172C)	
r_0571	hexaprenyldihydroxybenzoate methyltransferase	(1) s_0763_b + (1) s_1293 + (1) s_0159 <==> (1) s_1290 + (1) s_1409	reversible	NA	0	1000	0	((YDR204W) and (YGL119W) and (YGR255C) and (YLR201C) and (YML110C) and (YOL096C) and (YOR125C))	
r_0572	hexokinase (D-fructose:ATP)	(1) s_0446 + (1) s_0535 <==> (1) s_0763_b + (1) s_0400 + (1) s_0539	reversible	NA	0	1000	0	((YFR053C) or (YGL253W))	
r_0573	hexokinase (D-glucose:ATP)	(1) s_0446 + (1) s_0545 <==> (1) s_0763_b + (1) s_0400 + (1) s_0410	reversible	NA	0	1000	0	((YCL040W) or (YFR053C) or (YGL253W))	
r_0574	hexokinase (D-mannose:ATP)	(1) s_0446 + (1) s_0551 <==> (1) s_0763_b + (1) s_0400 + (1) s_0554	reversible	NA	0	1000	0	((YFR053C) or (YGL253W))	
r_0575	histidinol dehydrogenase	(2) s_1082 + (1) s_1434_b + (1) s_0915 <==> (3) s_0763_b + (2) s_1087 + (1) s_0911	reversible	NA	0	1000	0	(YCL030C)	
r_0576	histidinol-phosphatase	(1) s_1434_b + (1) s_0916 <==> (1) s_1207 + (1) s_0915	reversible	NA	0	1000	0	(YFR025C)	
r_0577	histidinol-phosphate transaminase	(1) s_0899 + (1) s_0212 <==> (1) s_0185 + (1) s_0916	reversible	NA	0	1000	0	(YIL116W)	
r_0578	Histidyl-tRNA synthetase	(1) s_0446 + (1) s_0911 + (1) s_1473_b <==> (1) s_0434 + (1) s_0605 + (1) s_0796	reversible	NA	0	1000	0	(YPR033C)	
r_0579	histidyl-tRNA synthetase	(1) s_0446 + (1) s_0911 + (1) s_1474_b <==> (1) s_0434 + (1) s_0605 + (1) s_0796	reversible	NA	0	1000	0	(YPR033C)	
r_0580	hnRNP arginine N-methyltransferase	(1) s_1293 + (1) s_0911 <==> (1) s_0763_b + (1) s_1290 + (1) s_1054	reversible	NA	0	1000	0	(YBR034C)	
r_0581	homoacontinate hydratase	(1) s_1434_b + (1) s_0468 <==> (1) s_0800	reversible	NA	-1000	1000	0	(YDR234W)	
r_0582	homocitrate synthase	(1) s_1434_b + (1) s_0185 + (1) s_0380 <==> (1) s_0763_b + (1) s_0514 + (1) s_0798	reversible	NA	0	1000	0		
r_0584	homocysteine S-methyltransferase	(1) s_1293 + (1) s_0917 <==> (1) s_0763_b + (1) s_1290 + (1) s_0933	reversible	NA	0	1000	0	((YLL062C) or (YPL273W))	
r_0585	homoisocitrate dehydrogenase	(1) s_1082 + (1) s_0800 <==> (1) s_0763_b + (1) s_1087 + (1) s_0180	reversible	NA	-1000	1000	0	(YIL094C)	
r_0586	homoserine dehydrogenase (NADH)	(1) s_0763_b + (1) s_1087 + (1) s_0886 <==> (1) s_1082 + (1) s_0919	reversible	NA	0	1000	0	(YJR139C)	
r_0587	homoserine dehydrogenase (NADP)	(1) s_0763_b + (1) s_1096 + (1) s_0886 <==> (1) s_1091 + (1) s_0919	reversible	NA	0	1000	0	(YJR139C)	
r_0588	homoserine kinase	(1) s_0446 + (1) s_0919 <==> (1) s_0763_b + (1) s_0400 + (1) s_1122	reversible	NA	0	1000	0	(YHR025W)	
r_0589	homoserine O-trans-acetylase	(1) s_0380 + (1) s_0919 <==> (1) s_0514 + (1) s_1117	reversible	NA	-1000	1000	0	(YNL277W)	
r_0590	hydrogen peroxide reductase (thioredoxin)	(1) s_0801 + (1) s_1521 <==> (2) s_1434_b + (1) s_1517	reversible	NA	0	1000	0	(((YDR453C) and (YGR209C)) or ((YDR453C) and (YLR043C)))	
r_0593	hydroxyacylglutathione hydrolase	(1) s_1434_b + (1) s_0036 <==> (1) s_0028 + (1) s_0763_b + (1) s_0717	reversible	NA	0	1000	0	(YDR272W)	
r_0595	hydroxybenzoate octaprenyltransferase	(1) s_0292 + (1) s_0794 <==> (1) s_0222 + (1) s_0605	reversible	NA	0	1000	0	(YNR041C)	
r_0596	hydroxyethylthiazole kinase	(1) s_0446 + (1) s_0313 <==> (1) s_0763_b + (1) s_0400 + (1) s_0299	reversible	NA	0	1000	0	(YPL214C)	
r_0597	hydroxymethylbilane synthase	(1) s_1434_b + (4) s_1253 <==> (4) s_0430 + (1) s_1259	reversible	NA	0	1000	0	(YDL205C)	
r_0598	hydroxymethylglutaryl CoA reductase	(1) s_0514 + (2) s_1091 + (1) s_0031 <==> (2) s_0763_b + (2) s_1096 + (1) s_0225	reversible	NA	-1000	1000	0	((YLR450W) or (YML075C))	
r_0599	hydroxymethylglutaryl CoA synthase	(1) s_0763_b + (1) s_0514 + (1) s_0225 <==> (1) s_1434_b + (1) s_0380 + (1) s_0374	reversible	NA	-1000	1000	0	(YML126C)	
r_0601	hydroxymethylpyrimidine kinase (ATP)	(1) s_0446 + (1) s_0276 <==> (1) s_0763_b + (1) s_0400 + (1) s_0274	reversible	NA	0	1000	0	((YOL055C) or (YPL258C) or (YPR121W))	
r_0602	hypothetical enyme	(1) s_1434_b + (1) s_1273 <==> (1) s_1207 + (1) s_1272	reversible	NA	0	1000	0		
r_0603	hypoxanthine phosphoribosyltransferase (Hypoxanthine)	(1) s_0808 + (1) s_0331 <==> (1) s_0816 + (1) s_0605	reversible	NA	0	1000	0	(YDR399W)	
r_0604	Imidazole-glycerol-3-phosphate synthase	(1) s_0315 + (1) s_0907 <==> (1) s_0763_b + (1) s_0899 + (1) s_0317 + (1) s_0532	reversible	NA	0	1000	0	(YBR248C)	
r_0605	imidazoleglycerol-phosphate dehydratase	(1) s_0532 <==> (1) s_1434_b + (1) s_0212	reversible	NA	0	1000	0	(YOR202W)	
r_0606	IMP cyclohydrolase	(1) s_1434_b + (1) s_0816 <==> (1) s_0325	reversible	NA	-1000	1000	0	((YLR028C) or (YMR120C))	
r_0607	IMP dehydrogenase	(1) s_1082 + (1) s_1434_b + (1) s_0816 <==> (1) s_0763_b + (1) s_1087 + (1) s_0306	reversible	NA	0	1000	0	((YHR216W) or (YLR432W))	
r_0608	indole-3-glycerol-phosphate synthase	(1) s_0763_b + (1) s_0078 <==> (1) s_1434_b + (1) s_0470 + (1) s_0088	reversible	NA	0	1000	0	(YKL211C)	
r_0609	indole-3-pyruvate decarboxylase	(1) s_0763_b + (1) s_0213 <==> (1) s_0470 + (1) s_0817	reversible	NA	-1000	1000	0	((YDR380W) or (YGR087C) or (YLR044C) or (YLR134W))	
r_0610	inorganic diphosphatase	(1) s_1434_b + (1) s_0605 <==> (1) s_0763_b + (2) s_1207	reversible	NA	0	1000	0	(YBR011C)	
r_0612	inositol-1,3,4,5,6-pentakisphosphate 2-kinase	(1) s_0763_b + (1) s_0446 + (1) s_1024 <==> (1) s_0400 + (1) s_1026	reversible	NA	0	1000	0	(YDR315C)	
r_0613	inositol-1,3,4,5-triphosphate 6-kinase, nucleus	(1) s_0763_b + (1) s_0446 + (1) s_0125 <==> (1) s_0400 + (1) s_1024	reversible	NA	0	1000	0	(YDR173C)	
r_0614	inositol-1,4,5,6- tetrakisphosphate 3-kinase, nucleus	(1) s_0763_b + (1) s_0446 + (1) s_0126 <==> (1) s_0400 + (1) s_1024	reversible	NA	0	1000	0	(YDR173C)	
r_0615	inositol-1,4,5-triphosphate 6-kinase, nucleus	(1) s_0763_b + (1) s_0446 + (1) s_0127 <==> (1) s_0400 + (1) s_0126	reversible	NA	0	1000	0	(YDR173C)	
r_0616	inositol-1,4,5-trisphosphate 3-kinase, nucleus	(1) s_0763_b + (1) s_0446 + (1) s_0127 <==> (1) s_0400 + (1) s_0125	reversible	NA	0	1000	0	(YDR173C)	
r_0617	inositol-P-ceramide C to D	(1) s_0829 <==> (1) s_0830	reversible	NA	-1000	1000	0		
r_0618	inositolphosphotransferase	(1) s_0128 + (1) s_1013 <==> (1) s_0824	reversible	NA	-1000	1000	0	(YDR072C)	
r_0619	insosine kinase	(1) s_0446 + (1) s_0822 <==> (1) s_0763_b + (1) s_0400 + (1) s_0816	reversible	NA	0	1000	0		
r_0620	IP6 pyrophosphorylation to 5PP-IP5	(2) s_0763_b + (1) s_1207 + (1) s_1026 <==> (1) s_1434_b + (1) s_0324	reversible	NA	-1000	1000	0	(YDR017C)	
r_0621	IPC synthase	(1) s_1060 + (1) s_0128 <==> (1) s_0828	reversible	NA	-1000	1000	0	(YKL004W)	
r_0622	IPC synthase	(1) s_1064 + (1) s_0128 <==> (1) s_0828	reversible	NA	-1000	1000	0	(YKL004W)	
r_0623	IPC synthase	(1) s_1058 + (1) s_0128 <==> (1) s_0829	reversible	NA	-1000	1000	0	(YKL004W)	
r_0624	IPC synthase	(1) s_1062 + (1) s_0128 <==> (1) s_0829	reversible	NA	-1000	1000	0	(YKL004W)	
r_0625	IPS phospholipase C	(1) s_1434_b + (1) s_0826 <==> (1) s_0130 + (1) s_0489	reversible	NA	-1000	1000	0	(YER019W)	
r_0627	isoamyl acetate-hydrolyzing esterase	(1) s_1434_b + (1) s_0834 <==> (1) s_0763_b + (1) s_0369 + (1) s_0836	reversible	NA	0	1000	0	(YOR126C)	
r_0628	isobutyl acetate-hydrolyzing esterase	(1) s_1434_b + (1) s_0842 <==> (1) s_0763_b + (1) s_0369 + (1) s_0839	reversible	NA	0	1000	0	(YOR126C)	
r_0629	isocitrate dehydrogenase (NAD+)	(1) s_1082 + (1) s_0847 <==> (1) s_1087 + (1) s_0470 + (1) s_0185	reversible	NA	0	1000	0	((YNL037C) and (YOR136W))	
r_0630	isocitrate dehydrogenase (NADP)	(1) s_1091 + (1) s_0847 <==> (1) s_1096 + (1) s_0470 + (1) s_0185	reversible	NA	0	1000	0	(YLR174W)	
r_0633	isocitrate lyase	(1) s_0847 <==> (1) s_0749 + (1) s_1338	reversible	NA	0	1000	0	(YER065C)	
r_0634	isoleucine transaminase	(1) s_0185 + (1) s_0920 <==> (1) s_0899 + (1) s_0058	reversible	NA	-1000	1000	0	(YJR148W)	
r_0636	isoleucyl-tRNA synthetase	(1) s_0446 + (1) s_0920 + (1) s_1475_b <==> (1) s_0434 + (1) s_0605 + (1) s_0813	reversible	NA	0	1000	0	(YBL076C)	
r_0637	isoleucyl-tRNA synthetase	(1) s_0446 + (1) s_0920 + (1) s_1476_b <==> (1) s_0434 + (1) s_0605 + (1) s_0813	reversible	NA	0	1000	0	(YPL040C)	
r_0638	isopentenyl-diphosphate D-isomerase	(1) s_0850 <==> (1) s_1257	reversible	NA	-1000	1000	0	(YPL117C)	
r_0639	itaconate-CoA ligase (ADP-forming)	(1) s_0514 + (1) s_0446 + (1) s_0853 <==> (1) s_0400 + (1) s_1207 + (1) s_0854	reversible	NA	-1000	1000	0	((YGR244C) and (YOR142W))	
r_0640	ketol-acid reductoisomerase (2-aceto-2-hydroxybutanoate)	(1) s_0763_b + (1) s_1096 + (1) s_0042 <==> (1) s_1091 + (1) s_0007	reversible	NA	0	1000	0	(YLR355C)	
r_0641	kynureninase	(1) s_1434_b + (1) s_0924 <==> (1) s_0763_b + (1) s_0863 + (1) s_0439	reversible	NA	0	1000	0	(YLR231C)	
r_0642	kynurenine 3-monooxygenase	(1) s_0763_b + (1) s_1096 + (1) s_1160 + (1) s_0924 <==> (1) s_1434_b + (1) s_1091 + (1) s_0229	reversible	NA	0	1000	0	(YBL098W)	
r_0643	L-1-pyrroline-3-hydroxy-5-carboxylate dehydrogenase	(1) s_1082 + (2) s_1434_b + (1) s_0118 <==> (1) s_0763_b + (1) s_1087 + (1) s_0647	reversible	NA	0	1000	0	(YHR037W)	
